Temperature_K,Wavelength_nm,n,k,Eg_eV
310,710.0,3.7647999999999997,0.010010299725018646,1.1217575840722467
310,720.0,3.7527999999999997,0.009374516293824858,1.1217575840722467
310,730.0,3.7428,0.008769104271507426,1.1217575840722467
310,740.0,3.7327999999999997,0.008190959085791708,1.1217575840722467
310,750.0,3.7228,0.0076412774302526,1.1217575840722467
310,760.0,3.7138,0.007117371781974505,1.1217575840722467
310,770.0,3.7047999999999996,0.006623989226296437,1.1217575840722467
310,780.0,3.6967999999999996,0.006148168451454177,1.1217575840722467
310,790.0,3.6887999999999996,0.00570078138569121,1.1217575840722467
310,800.0,3.6807999999999996,0.005277110938893652,1.1217575840722467
310,810.0,3.6738,0.0048736018784044195,1.1217575840722467
310,820.0,3.6668,0.00449174559966702,1.1217575840722467
310,830.0,3.6597999999999997,0.004130558950681843,1.1217575840722467
310,840.0,3.6538,0.003788110500846832,1.1217575840722467
310,850.0,3.6468,0.003464061588600126,1.1217575840722467
310,860.0,3.6407999999999996,0.003158121082854713,1.1217575840722467
310,870.0,3.6357999999999997,0.002870412861011784,1.1217575840722467
310,880.0,3.6298,0.0025999581966767655,1.1217575840722467
310,890.0,3.6248,0.002344519193519428,1.1217575840722467
310,900.0,3.6197999999999997,0.002106478851881329,1.1217575840722467
310,910.0,3.6148,0.0018828840822541946,1.1217575840722467
310,920.0,3.6098,0.0016720498502018552,1.1217575840722467
310,930.0,3.6058,0.001471913067462402,1.1217575840722467
310,940.0,3.6008,0.0013001754607884714,1.1217575840722467
310,950.0,3.5968,0.00113263800679473,1.1217575840722467
310,960.0,3.5928,0.0009760766174299075,1.1217575840722467
310,970.0,3.5888,0.0008345029703778376,1.1217575840722467
310,980.0,3.5848,0.0007067329296782575,1.1217575840722467
310,990.0,3.5808,0.000589639704133767,1.1217575840722467
310,1000.0,3.5768,0.000483853181062377,1.1217575840722467
310,1010.0,3.5728,0.0003902569435255685,1.1217575840722467
310,1020.0,3.5698,0.0003078537352519052,1.1217575840722467
310,1030.0,3.5667999999999997,0.00023466630254603534,1.1217575840722467
310,1040.0,3.5637999999999996,0.00017489081400660366,1.1217575840722467
